| 1000 | USA | Whitehead Torpedo (1890) | Steam | Torpedoes | 1 | Torpedo | 1890 | 1 | 0 | 0 | 0 | 0 | STARTING | FREE! Licensed from Whitehead, first US torpedo | Steam Torpedo |  | STARTING |
| 1146 | British | Mark 20E | Acoustic | Torpedoes | 9 | Torpedo | 1960 | 0 | 2400000 | 9 | 4800000 | 9 | Export Variant | Downgraded Mark 20 for Commonwealth navies | Acoustic Torpedo |  | Export Variant |
| 1147 | British | Mark 23E | Acoustic | Torpedoes | 9 | Torpedo | 1965 | 0 | 2500000 | 10 | 5000000 | 10 | Commonwealth | Export Mark 23, Australian/Canadian use | Acoustic Torpedo |  | Commonwealth |
| 1148 | British | Mark 24 Tiger Mk 1 (Export) | Wire-Guided | Torpedoes | 10 | Torpedo | 1978 | 0 | 4000000 | 14 | 8000000 | 14 | Allied Export | Reduced performance Tigerfish for export | Wire-Guided Torpedo |  | Allied Export |
| 1149 | British | Sting Ray Export | Acoustic | Torpedoes | 10 | Torpedo | 1985 | 0 | 3200000 | 11 | 6400000 | 11 | International | Export Stingray variant, multiple operators | Acoustic Torpedo |  | International |
| 1150 | British | Practice Torpedo Mark I | Exercise | Torpedoes | 6 | Torpedo | 1910 | 0 | 50000 | 1 | 100000 | 1 | TRAINING | Early practice torpedo, recoverable | Exercise Torpedo |  | TRAINING |
| 1151 | British | Practice Torpedo Mark II | Exercise | Torpedoes | 7 | Torpedo | 1925 | 0 | 75000 | 2 | 150000 | 2 | Interwar Training | Improved recovery system, radio beacon | Exercise Torpedo |  | Interwar Training |
| 1152 | British | Exercise Torpedo Mark III | Exercise | Torpedoes | 8 | Torpedo | 1945 | 0 | 100000 | 2 | 200000 | 2 | Post-war Training | Modern exercise torpedo, multiple runs | Exercise Torpedo |  | Post-war Training |
| 1153 | British | Mark 20 Exercise | Exercise | Torpedoes | 9 | Torpedo | 1960 | 0 | 150000 | 3 | 300000 | 3 | Guided Training | Simulates Mark 20 for crew training | Exercise Torpedo |  | Guided Training |
| 1154 | British | Tigerfish Exercise | Exercise | Torpedoes | 10 | Torpedo | 1980 | 0 | 300000 | 5 | 600000 | 5 | Heavy Trainer | Full-sized Tigerfish practice torpedo | Exercise Torpedo |  | Heavy Trainer |
| 1155 | British | Spearfish Exercise | Exercise | Torpedoes | 10 | Torpedo | 1990 | 0 | 500000 | 6 | 1000000 | 6 | Modern Trainer | Spearfish exercise torpedo, no warhead | Exercise Torpedo |  | Modern Trainer |
| 1156 | British | Mark 25 | Rocket | Torpedoes | 9 | Torpedo | 1950 | 0 | 3000000 | 14 | 6000000 | 14 | CANCELLED | Rocket-propelled torpedo concept, not developed | Rocket Torpedo |  | CANCELLED |
| 1157 | British | Mk 30 "Grog" | Nuclear | Torpedoes | 10 | Torpedo | 1955 | 0 | 6000000 | 20 | 12000000 | 20 | PAPER DESIGN | Nuclear torpedo concept, never built | Nuclear Torpedo |  | PAPER DESIGN |
| 1200 | German | Schwarzkopf Torpedo C/73 | Compressed Air | Torpedoes | 1 | Torpedo | 1873 | 1 | 0 | 0 | 0 | 0 | STARTING | FREE! Early German torpedo, licensed Whitehead design | Compressed Air Torpedo |  | STARTING |
| 1201 | German | Schwarzkopf C/81 | Compressed Air | Torpedoes | 2 | Torpedo | 1881 | 0 | 60000 | 1 | 120000 | 1 | Imperial Era | Improved reliability, 14" diameter, 500 yd range | Compressed Air Torpedo |  | Imperial Era |
| 1202 | German | Schwarzkopf C/88 | Steam | Torpedoes | 2 | Torpedo | 1888 | 0 | 90000 | 2 | 180000 | 2 | Pre-Dreadnought | 17.7" diameter, steam heating, 800 yd range | Steam Torpedo |  | Pre-Dreadnought |
| 1203 | German | C/91 | Steam | Torpedoes | 3 | Torpedo | 1891 | 0 | 140000 | 2 | 280000 | 2 | Early Standard | 17.7" × 14.5 ft, improved gyroscope, 1,200 yd | Steam Torpedo |  | Early Standard |
| 1204 | German | C/96 | Steam | Torpedoes | 3 | Torpedo | 1896 | 0 | 170000 | 2 | 340000 | 2 | Torpedo Boat | 17.7" × 16 ft, 27 kts, 1,800 yd, 110 lbs explosive | Steam Torpedo |  | Torpedo Boat |
| 1205 | German | C/03 | Steam | Torpedoes | 4 | Torpedo | 1903 | 0 | 220000 | 3 | 440000 | 3 | Pre-WWI | 17.7" × 18 ft, 32 kts, 3,000 yd, improved propulsion | Steam Torpedo |  | Pre-WWI |
| 1206 | German | C/06 | Steam | Torpedoes | 4 | Torpedo | 1906 | 0 | 270000 | 3 | 540000 | 3 | Dreadnought Era | 19.7" introduced, battleship/cruiser weapon | Steam Torpedo |  | Dreadnought Era |
| 1207 | German | C/06D | Steam | Torpedoes | 5 | Torpedo | 1910 | 0 | 350000 | 4 | 700000 | 4 | Pre-WWI Sub | Submarine variant, 19.7" × 19.7 ft, 4,000 yd | Steam Torpedo |  | Pre-WWI Sub |
| 1208 | German | C/09 | Steam | Torpedoes | 5 | Torpedo | 1909 | 0 | 330000 | 4 | 660000 | 4 | Destroyer | 19.7" × 18 ft, 35 kts, 3,500 yd, 280 lbs | Steam Torpedo |  | Destroyer |
| 1209 | German | C/12 | Steam | Torpedoes | 5 | Torpedo | 1912 | 0 | 380000 | 5 | 760000 | 5 | WWI Standard | 19.7" × 19.7 ft, 36 kts, 5,000 yd, heavier warhead | Steam Torpedo |  | WWI Standard |
| 1210 | German | G6 | Steam | Torpedoes | 6 | Torpedo | 1915 | 0 | 450000 | 5 | 900000 | 5 | EARLY G-SERIES | First "G" designation, 19.7" × 23.6 ft, 6,000 yd | Steam Torpedo |  | EARLY G-SERIES |
| 1211 | German | G7 (WWI) | Steam | Torpedoes | 6 | Torpedo | 1916 | 0 | 500000 | 6 | 1000000 | 6 | WWI U-BOAT | 19.7" (533mm) standardized, 8,000 yd, 357 lbs Hexanite | Steam Torpedo |  | WWI U-BOAT |
| 1212 | German | H7 | Steam | Torpedoes | 6 | Torpedo | 1917 | 0 | 480000 | 5 | 960000 | 5 | Destroyer Variant | 19.7" × 20 ft, faster 40 kts, shorter range 5,000 yd | Steam Torpedo |  | Destroyer Variant |
| 1213 | German | H8 | Steam | Torpedoes | 6 | Torpedo | 1918 | 0 | 520000 | 5 | 1040000 | 5 | Late WWI | Improved H7, 42 kts, 6,000 yd, better reliability | Steam Torpedo |  | Late WWI |
| 1214 | German | G7 (1928) | Steam | Torpedoes | 7 | Torpedo | 1928 | 0 | 600000 | 6 | 1200000 | 6 | Interwar Refined | Post-WWI improved G7, 40 kts, 8,000 yd, 616 lbs TNT | Steam Torpedo |  | Interwar Refined |
| 1215 | German | G7a (Prototype) | Steam | Torpedoes | 7 | Torpedo | 1934 | 0 | 700000 | 7 | 1400000 | 7 | REARMAMENT | Pre-war development, wet-heater engine, 12,000 yd | Steam Torpedo |  | REARMAMENT |
| 1216 | German | G7e (Prototype) | Electric | Torpedoes | 7 | Torpedo | 1936 | 0 | 1200000 | 9 | 2400000 | 9 | ELECTRIC DEVELOPMENT | Battery-powered prototype, wakeless, 30 kts | Electric Torpedo |  | ELECTRIC DEVELOPMENT |
| 1217 | German | G7a (TI) | Steam | Torpedoes | 8 | Torpedo | 1939 | 0 | 950000 | 6 | 1900000 | 6 | U-BOAT STANDARD | **21" (533mm) × 23.5 ft, 44 kts, 13,500 yd**, 617 lbs Sw39a | Steam Torpedo |  | U-BOAT STANDARD |
| 1218 | German | G7e (TII) | Electric | Torpedoes | 8 | Torpedo | 1940 | 0 | 1500000 | 7 | 3000000 | 7 | WAKELESS | **Battery-electric, 28 kts, 11,000 yd**, NO WAKE, 617 lbs | Electric Torpedo |  | WAKELESS |
| 1219 | German | G7a (TI) Mod 1 | Steam | Torpedoes | 8 | Torpedo | 1942 | 0 | 1000000 | 5 | 2000000 | 5 | Improved Steam | Increased range 14,000 yd, improved reliability | Steam Torpedo |  | Improved Steam |
| 1220 | German | G7e (TII) Mod 1 | Electric | Torpedoes | 8 | Torpedo | 1942 | 0 | 1600000 | 6 | 3200000 | 6 | Better Battery | Extended range 12,500 yd, improved endurance | Electric Torpedo |  | Better Battery |
| 1221 | German | G7es (TIII) | Electric | Torpedoes | 8 | Torpedo | 1943 | 0 | 2000000 | 8 | 4000000 | 8 | PATTERN-RUNNING | **Circular/zigzag search**, 22 kts, convoy attacks, INNOVATIVE | Electric Torpedo |  | PATTERN-RUNNING |
| 1222 | German | G7e (TIIIa) | Electric | Torpedoes | 8 | Torpedo | 1943 | 0 | 1700000 | 7 | 3400000 | 7 | Late-War Electric | Improved TII, 30 kts, 14,000 yd, better battery | Electric Torpedo |  | Late-War Electric |
| 1223 | German | G7a (TI) Final | Steam | Torpedoes | 8 | Torpedo | 1944 | 0 | 1100000 | 5 | 2200000 | 5 | Ultimate Steam | Final steam variant, 44 kts, 15,000 yd, optimized | Steam Torpedo |  | Ultimate Steam |
| 1224 | German | T5 Zaunkönig (Wren) | Acoustic | Torpedoes | 9 | Torpedo | 1943 | 0 | 2800000 | 10 | 5600000 | 10 | FIRST ACOUSTIC HOMING | **World's first operational**, passive homing, 24 kts, 5,700 yd | Acoustic Torpedo |  | FIRST ACOUSTIC HOMING |
| 1225 | German | T5 Zaunkönig II | Acoustic | Torpedoes | 9 | Torpedo | 1944 | 0 | 3000000 | 9 | 6000000 | 9 | Improved Homing | Better seeker, counter-countermeasures, 25 kts | Acoustic Torpedo |  | Improved Homing |
| 1226 | German | T11 | Acoustic | Torpedoes | 9 | Torpedo | 1944 | 0 | 3500000 | 12 | 7000000 | 12 | ADVANCED ACOUSTIC | Two-speed, active/passive option, 33 kts, 18,000 yd, LEGENDARY | Acoustic Torpedo |  | ADVANCED ACOUSTIC |
| 1227 | German | T4 Falke (Falcon) | Acoustic | Torpedoes | 9 | Torpedo | 1943 | 0 | 2600000 | 11 | 5200000 | 11 | ANTI-ESCORT | ASW torpedo, homes on destroyer screws, 29 kts | Acoustic Torpedo |  | ANTI-ESCORT |
| 1228 | German | T10 | Acoustic | Torpedoes | 9 | Torpedo | 1943 | 0 | 2700000 | 10 | 5400000 | 10 | Pattern + Homing | Combines pattern-running with acoustic homing | Acoustic Torpedo |  | Pattern + Homing |
| 1229 | German | LuT (Lagenunabhängiger Torpedo) | Pattern | Torpedoes | 8 | Torpedo | 1942 | 0 | 1800000 | 9 | 3600000 | 9 | PROGRAMMABLE | Pre-set search patterns, microswitch programming, convoy weapon | Pattern Torpedo |  | PROGRAMMABLE |
| 1230 | German | FAT (Flächenabsuchender Torpedo) | Pattern | Torpedoes | 8 | Torpedo | 1943 | 0 | 1900000 | 9 | 3800000 | 9 | AREA SEARCH | Zigzag pattern, 30 kts, searches convoy lanes | Pattern Torpedo |  | AREA SEARCH |
| 1231 | German | G7ut Steinwal (Stone Whale) | Steam | Torpedoes | 8 | Torpedo | 1943 | 0 | 1400000 | 7 | 2800000 | 7 | DEEP DIVER | 130m depth capability, anti-escort, 44 kts | Steam Torpedo |  | DEEP DIVER |
| 1232 | German | G7a(T) | Steam | Torpedoes | 8 | Torpedo | 1943 | 0 | 1200000 | 6 | 2400000 | 6 | SURFACE LAUNCH | Destroyer/S-boat variant, surface-optimized | Steam Torpedo |  | SURFACE LAUNCH |
| 1233 | German | G7v Dachshund | Electric | Torpedoes | 8 | Torpedo | 1944 | 0 | 1600000 | 8 | 3200000 | 8 | SLOW HUNT | 14 kts ultra-quiet, 30,000 yd range, stealth attack | Electric Torpedo |  | SLOW HUNT |
| 1234 | German | G7eT1 | Electric | Torpedoes | 8 | Torpedo | 1944 | 0 | 1750000 | 7 | 3500000 | 7 | Surface Electric | Electric wakeless for S-boats and destroyers | Electric Torpedo |  | Surface Electric |
| 1235 | German | G7e/T12 | Hydrogen Peroxide | Torpedoes | 9 | Torpedo | 1944 | 0 | 3200000 | 14 | 6400000 | 14 | EXPERIMENTAL | HTP propulsion, 50 kts, unreliable, few built | Hydrogen Peroxide Torpedo |  | EXPERIMENTAL |
| 1236 | German | Zaunkönig Draht (T6) | Wire-Guided | Torpedoes | 9 | Torpedo | 1944 | 0 | 4000000 | 16 | 8000000 | 16 | PAPER DESIGN | Wire-guided acoustic, prototype only, war ended | Wire-Guided Torpedo |  | PAPER DESIGN |
| 1237 | German | Spinne (Spider) | Acoustic | Torpedoes | 9 | Torpedo | 1945 | 0 | 3500000 | 12 | 7000000 | 12 | PROTOTYPE | Advanced homing, multiple sensors, 1 built | Acoustic Torpedo |  | PROTOTYPE |
| 1238 | German | G7e/T13 | Acoustic | Torpedoes | 9 | Torpedo | 1945 | 0 | 3300000 | 11 | 6600000 | 11 | LATE-WAR | Improved Zaunkönig, active sonar option, few produced | Acoustic Torpedo |  | LATE-WAR |
| 1239 | German | Seal DM1 | Acoustic | Torpedoes | 9 | Torpedo | 1960 | 0 | 3000000 | 10 | 6000000 | 10 | POST-WAR REBUILD | Bundesmarine ASW torpedo, 19.7", NATO compatible | Acoustic Torpedo |  | POST-WAR REBUILD |
| 1240 | German | Seal DM2 | Acoustic | Torpedoes | 10 | Torpedo | 1965 | 0 | 4000000 | 12 | 8000000 | 12 | IMPROVED SEAL | Mod 1 upgrade, wire-guidance option, 35 kts | Acoustic Torpedo |  | IMPROVED SEAL |
| 1241 | German | SUT (Surface and Underwater Target) | Wire-Guided | Torpedoes | 10 | Torpedo | 1967 | 0 | 7000000 | 16 | 14000000 | 16 | MODERN HEAVYWEIGHT | 21" wire-guided, active/passive, 35 kts, 28,000 yd | Wire-Guided Torpedo |  | MODERN HEAVYWEIGHT |
| 1242 | German | SUT Mod 1 | Wire-Guided | Torpedoes | 10 | Torpedo | 1970 | 0 | 7500000 | 15 | 15000000 | 15 | Enhanced | Digital guidance, improved seeker, export success | Wire-Guided Torpedo |  | Enhanced |
| 1243 | German | AEG Seal Mod 2 | Acoustic | Torpedoes | 10 | Torpedo | 1972 | 0 | 4500000 | 12 | 9000000 | 12 | Final Seal | Ultimate Seal variant, active/passive homing | Acoustic Torpedo |  | Final Seal |
| 1244 | German | G7 Übung (Exercise) | Exercise | Torpedoes | 6 | Torpedo | 1936 | 0 | 80000 | 2 | 160000 | 2 | TRAINING | Pre-war practice torpedo, recoverable | Exercise Torpedo |  | TRAINING |
| 1245 | German | G7e Übung | Exercise | Torpedoes | 8 | Torpedo | 1940 | 0 | 120000 | 3 | 240000 | 3 | Electric Trainer | Practice electric torpedo, multiple runs | Exercise Torpedo |  | Electric Trainer |
| 1246 | German | Seal Exercise | Exercise | Torpedoes | 9 | Torpedo | 1965 | 0 | 180000 | 4 | 360000 | 4 | Post-War Training | Bundesmarine exercise torpedo | Exercise Torpedo |  | Post-War Training |
| 1247 | German | SUT Exercise | Exercise | Torpedoes | 10 | Torpedo | 1975 | 0 | 350000 | 6 | 700000 | 6 | Modern Trainer | Full-sized SUT practice torpedo | Exercise Torpedo |  | Modern Trainer |
| 1248 | German | T7 Adler (Eagle) | Acoustic | Torpedoes | 9 | Torpedo | 1944 | 0 | 3800000 | 14 | 7600000 | 14 | CANCELLED | Advanced multi-sensor homing, cancelled before production | Acoustic Torpedo |  | CANCELLED |
| 1249 | German | T8 Wren | Acoustic | Torpedoes | 9 | Torpedo | 1944 | 0 | 3600000 | 13 | 7200000 | 13 | PROTOTYPE | Active/passive sonar, war ended before trials | Acoustic Torpedo |  | PROTOTYPE |
| 1250 | German | T14 | Rocket | Torpedoes | 9 | Torpedo | 1944 | 0 | 4500000 | 18 | 9000000 | 18 | PAPER DESIGN | Rocket-propelled concept, never built | Rocket Torpedo |  | PAPER DESIGN |
| 1251 | German | G7e/T15 Walter | HTP | Torpedoes | 10 | Torpedo | 1945 | 0 | 5000000 | 20 | 10000000 | 20 | EXPERIMENTAL | Walter turbine, 60+ kts, 1 prototype, never operational | HTP Torpedo |  | EXPERIMENTAL |
| 1252 | German | Barracuda | Nuclear | Torpedoes | 10 | Torpedo | 1944 | 0 | 8000000 | 24 | 16000000 | 24 | CONCEPT | Atomic torpedo concept, pure speculation, never designed | Nuclear Torpedo |  | CONCEPT |
| 1253 | German | Dackel (Dachshund II) | Electric | Torpedoes | 9 | Torpedo | 1945 | 0 | 2500000 | 10 | 5000000 | 10 | LIMITED | Extended-range electric, 50,000 yd, few produced | Electric Torpedo |  | LIMITED |
| 1300 | Japanese | Type 28 No.1 | Compressed Air | Torpedoes | 1 | Torpedo | 1895 | 1 | 0 | 0 | 0 | 0 | WHITEHEAD IMPORT | FREE! British Whitehead license, 14" × 12 ft, 18 lbs dynamite | Compressed Air Torpedo |  | WHITEHEAD IMPORT |
| 1301 | Japanese | Type 31 | Compressed Air | Torpedoes | 2 | Torpedo | 1898 | 0 | 50000 | 2 | 100000 | 2 | DOMESTIC COPY | 18" × 16 ft, 88 lbs guncotton, 26 kts, 800 yd | Compressed Air Torpedo |  | DOMESTIC COPY |
| 1302 | Japanese | Type 34 | Compressed Air | Torpedoes | 2 | Torpedo | 1901 | 0 | 75000 | 3 | 150000 | 3 | IMPROVED | 18" × 17 ft, 110 lbs guncotton, 28 kts, 1,000 yd | Compressed Air Torpedo |  | IMPROVED |
| 1303 | Japanese | Type 38 | Compressed Air | Torpedoes | 2 | Torpedo | 1905 | 0 | 100000 | 4 | 200000 | 4 | PRE-WWI | 18" × 18 ft, 132 lbs Shimose, 30 kts, 1,500 yd | Compressed Air Torpedo |  | PRE-WWI |
| 1304 | Japanese | Type 43 Year 2 | Compressed Air | Torpedoes | 3 | Torpedo | 1910 | 0 | 150000 | 5 | 300000 | 5 | WWI EARLY | 21" × 20 ft, 220 lbs Shimose, 32 kts, 3,000 yd, first 21" torpedo | Compressed Air Torpedo |  | WWI EARLY |
| 1305 | Japanese | Type 44 Year 3 | Compressed Air | Torpedoes | 3 | Torpedo | 1911 | 0 | 175000 | 5 | 350000 | 5 | DESTROYER | 21" × 21 ft, 242 lbs Shimose, 34 kts, 4,000 yd | Compressed Air Torpedo |  | DESTROYER |
| 1306 | Japanese | Type 6 (Submarine) | Compressed Air | Torpedoes | 4 | Torpedo | 1917 | 0 | 200000 | 6 | 400000 | 6 | WWI SUBMARINE | 18" × 18 ft, 220 lbs Shimose, 30 kts, 5,000 yd | Compressed Air Torpedo |  | WWI SUBMARINE |
| 1307 | Japanese | Type 8 No.1 | Compressed Air | Torpedoes | 4 | Torpedo | 1919 | 0 | 250000 | 6 | 500000 | 6 | POST-WWI | 21" × 23 ft, 330 lbs Shimose, 36 kts, 6,000 yd | Compressed Air Torpedo |  | POST-WWI |
| 1308 | Japanese | Type 8 No.2 | Compressed Air | Torpedoes | 4 | Torpedo | 1920 | 0 | 275000 | 6 | 550000 | 6 | IMPROVED | 21" × 23 ft, 330 lbs Shimose, 38 kts, 7,000 yd, alcohol fuel | Compressed Air Torpedo |  | IMPROVED |
| 1309 | Japanese | Type 8 No.4 | Alcohol | Torpedoes | 5 | Torpedo | 1922 | 0 | 300000 | 7 | 600000 | 7 | WASHINGTON TREATY | 21" × 23.5 ft, 353 lbs Type 97, 40 kts, 8,000 yd | Alcohol Torpedo |  | WASHINGTON TREATY |
| 1310 | Japanese | Type 89 | Alcohol | Torpedoes | 5 | Torpedo | 1929 | 0 | 350000 | 8 | 700000 | 8 | LATE INTERWAR | 21" × 23.5 ft, 375 lbs Type 97, 42 kts, 10,000 yd | Alcohol Torpedo |  | LATE INTERWAR |
| 1311 | Japanese | Type 90 (24-inch) | Alcohol | Torpedoes | 6 | Torpedo | 1930 | 0 | 500000 | 9 | 1000000 | 9 | LARGE CALIBER | **24" × 29.5 ft**, 660 lbs Type 97, 42 kts, 13,000 yd, prototype | Alcohol Torpedo |  | LARGE CALIBER |
| 1312 | Japanese | Oxygen Torpedo Prototype | Oxygen | Torpedoes | 6 | Torpedo | 1931 | 0 | 800000 | 12 | 1600000 | 12 | OXYGEN EXPERIMENTS | 24" experimental, testing oxygen propulsion, CLASSIFIED | Oxygen Torpedo |  | OXYGEN EXPERIMENTS |
| 1313 | Japanese | Type 90 Mod 1 | Oxygen | Torpedoes | 6 | Torpedo | 1932 | 0 | 1000000 | 10 | 2000000 | 10 | OXYGEN PROOF | 24" × 29.5 ft, oxygen trials successful, 45 kts, 18,000 yd | Oxygen Torpedo |  | OXYGEN PROOF |
| 1314 | Japanese | Type 90 Mod 2 | Oxygen | Torpedoes | 7 | Torpedo | 1933 | 0 | 1200000 | 11 | 2400000 | 11 | PRE-PRODUCTION | 24" × 29.5 ft, 748 lbs Type 97, 46 kts, 22,000 yd, refined | Oxygen Torpedo |  | PRE-PRODUCTION |
| 1315 | Japanese | Type 93 Model 1 (Mod 1) | Oxygen | Torpedoes | 8 | Torpedo | 1933 | 0 | 2000000 | 14 | 4000000 | 14 | INITIAL PRODUCTION | **24" × 29.5 ft**, 1,080 lbs Type 97, 48 kts, 35,000 yd, REVOLUTIONARY | Oxygen Torpedo |  | INITIAL PRODUCTION |
| 1316 | Japanese | Type 93 Model 1 (Mod 2) | Oxygen | Torpedoes | 8 | Torpedo | 1935 | 0 | 2200000 | 15 | 4400000 | 15 | IMPROVED | 24" × 29.5 ft, 1,080 lbs Type 97, 49 kts, 38,000 yd, refined | Oxygen Torpedo |  | IMPROVED |
| 1317 | Japanese | Type 93 Model 2 (Mod 3) | Oxygen | Torpedoes | 9 | Torpedo | 1938 | 0 | 2500000 | 16 | 5000000 | 16 | REFINED | 24" × 29.5 ft, 1,080 lbs Type 97, 50 kts, 40,000 yd, LEGENDARY | Oxygen Torpedo |  | REFINED |
| 1318 | Japanese | Type 93 Model 3 (Mod 3) | Oxygen | Torpedoes | 9 | Torpedo | 1943 | 0 | 2800000 | 16 | 5600000 | 16 | WARTIME | 24" × 29.5 ft, 1,080 lbs Type 97, 51 kts, 40,000 yd, combat optimized | Oxygen Torpedo |  | WARTIME |
| 1319 | Japanese | Type 93 Pure Oxygen Mk3 | Oxygen | Torpedoes | 9 | Torpedo | 1944 | 0 | 3000000 | 17 | 6000000 | 17 | ULTIMATE | **24" × 29.5 ft, 1,080 lbs Type 97, 51 kts, 43,700 yd**, maximum performance | Oxygen Torpedo |  | ULTIMATE |
| 1320 | Japanese | Type 95 Mod 1 | Oxygen | Torpedoes | 8 | Torpedo | 1935 | 0 | 1800000 | 13 | 3600000 | 13 | SUBMARINE OXYGEN | 21" × 29.5 ft, 893 lbs Type 97, 45 kts, 20,000 yd | Oxygen Torpedo |  | SUBMARINE OXYGEN |
| 1321 | Japanese | Type 95 Mod 2 | Oxygen | Torpedoes | 9 | Torpedo | 1938 | 0 | 2000000 | 14 | 4000000 | 14 | IMPROVED | 21" × 29.5 ft, 893 lbs Type 97, 47 kts, 28,000 yd | Oxygen Torpedo |  | IMPROVED |
| 1322 | Japanese | Type 95 Mod 3 | Oxygen | Torpedoes | 9 | Torpedo | 1942 | 0 | 2200000 | 15 | 4400000 | 15 | EXTENDED RANGE | **21" × 29.5 ft, 893 lbs Type 97, 49 kts, 35,000 yd**, LEGENDARY | Oxygen Torpedo |  | EXTENDED RANGE |
| 1323 | Japanese | Type 97 Mod 1 | Alcohol | Torpedoes | 7 | Torpedo | 1933 | 0 | 900000 | 10 | 1800000 | 10 | DESTROYER STANDARD | **24" × 29.5 ft**, 660 lbs Type 97, 52 kts, 20,000 yd | Alcohol Torpedo |  | DESTROYER STANDARD |
| 1324 | Japanese | Type 97 Mod 2 | Alcohol | Torpedoes | 7 | Torpedo | 1936 | 0 | 950000 | 11 | 1900000 | 11 | IMPROVED | 24" × 29.5 ft, 748 lbs Type 97, 52 kts, 22,000 yd | Alcohol Torpedo |  | IMPROVED |
| 1325 | Japanese | Type 91 Mod 1 | Compressed Air | Torpedoes | 7 | Torpedo | 1931 | 0 | 800000 | 10 | 1600000 | 10 | AERIAL TORPEDO | 18" × 17.7 ft, 331 lbs Type 97, 42 kts, 2,200 yd, carrier-based | Compressed Air Torpedo |  | AERIAL TORPEDO |
| 1326 | Japanese | Type 91 Mod 2 | Compressed Air | Torpedoes | 8 | Torpedo | 1941 | 0 | 1200000 | 12 | 2400000 | 12 | PEARL HARBOR | **18" × 17.7 ft, 452 lbs Type 97, 42 kts, 2,200 yd, SHALLOW 40 ft** | Compressed Air Torpedo |  | PEARL HARBOR |
| 1327 | Japanese | Type 91 Mod 3 | Compressed Air | Torpedoes | 8 | Torpedo | 1943 | 0 | 1400000 | 13 | 2800000 | 13 | IMPROVED | 18" × 17.7 ft, 529 lbs Type 97, 41 kts, 2,400 yd, refined | Compressed Air Torpedo |  | IMPROVED |
| 1328 | Japanese | Type 91 Mod 4 | Compressed Air | Torpedoes | 8 | Torpedo | 1944 | 0 | 1500000 | 14 | 3000000 | 14 | LATE WAR | 18" × 17.7 ft, 551 lbs Type 97, 40 kts, 2,600 yd | Compressed Air Torpedo |  | LATE WAR |
| 1329 | Japanese | Type 89 (Submarine) | Alcohol | Torpedoes | 6 | Torpedo | 1932 | 0 | 450000 | 8 | 900000 | 8 | SUBMARINE STANDARD | 21" × 23.5 ft, 660 lbs Type 97, 45 kts, 11,000 yd | Alcohol Torpedo |  | SUBMARINE STANDARD |
| 1330 | Japanese | Type 92 Mod 1 | Alcohol | Torpedoes | 7 | Torpedo | 1935 | 0 | 650000 | 9 | 1300000 | 9 | IMPROVED | 21" × 23.5 ft, 748 lbs Type 97, 46 kts, 13,000 yd | Alcohol Torpedo |  | IMPROVED |
| 1331 | Japanese | Type 92 Mod 2 | Alcohol | Torpedoes | 7 | Torpedo | 1938 | 0 | 700000 | 10 | 1400000 | 10 | REFINED | 21" × 23.5 ft, 772 lbs Type 97, 46 kts, 15,000 yd | Alcohol Torpedo |  | REFINED |
| 1332 | Japanese | Type 96 | Alcohol | Torpedoes | 6 | Torpedo | 1936 | 0 | 500000 | 8 | 1000000 | 8 | COASTAL DEFENSE | 21" × 23.5 ft, 660 lbs Type 97, 42 kts, 11,000 yd, MTB/coastal | Alcohol Torpedo |  | COASTAL DEFENSE |
| 1333 | Japanese | Type 97 (18-inch) | Alcohol | Torpedoes | 6 | Torpedo | 1937 | 0 | 450000 | 7 | 900000 | 7 | SMALL CRAFT | 18" × 18 ft, 420 lbs Type 97, 40 kts, 8,000 yd, MTB variant | Alcohol Torpedo |  | SMALL CRAFT |
| 1334 | Japanese | Type 2 Mod 1 | Oxygen | Torpedoes | 8 | Torpedo | 1942 | 0 | 1600000 | 12 | 3200000 | 12 | MIDGET SUBMARINE | 18" × 18 ft, oxygen fuel, 38 kts, 12,000 yd, Type A midget | Oxygen Torpedo |  | MIDGET SUBMARINE |
| 1335 | Japanese | Type 2 Mod 2 | Oxygen | Torpedoes | 8 | Torpedo | 1943 | 0 | 1800000 | 13 | 3600000 | 13 | IMPROVED | 18" × 18 ft, 420 lbs Type 97, 40 kts, 15,000 yd, Type D midget | Oxygen Torpedo |  | IMPROVED |
| 1336 | Japanese | Kaiten Type 1 | Oxygen | Torpedoes | 9 | Torpedo | 1944 | 0 | 2500000 | 15 | 5000000 | 15 | HUMAN TORPEDO | **24" × 48 ft, 3,418 lbs warhead, 30 kts, 50,000 yd, KAMIKAZE** | Oxygen Torpedo |  | HUMAN TORPEDO |
| 1337 | Japanese | Kaiten Type 2 | Oxygen | Torpedoes | 9 | Torpedo | 1944 | 0 | 2600000 | 16 | 5200000 | 16 | TWO-MAN | 24" × 54 ft, 3,960 lbs warhead, 28 kts, 60,000 yd, kamikaze (never operational) | Oxygen Torpedo |  | TWO-MAN |
| 1338 | Japanese | Kaiten Type 4 | Oxygen | Torpedoes | 9 | Torpedo | 1945 | 0 | 2700000 | 17 | 5400000 | 17 | FINAL VARIANT | 24" × 57 ft, 4,000 lbs warhead, 25 kts, 70,000 yd, kamikaze (prototype only) | Oxygen Torpedo |  | FINAL VARIANT |
